lambda_tilde_mode.4.1,lambda_tilde_mode.4.10,lambda_tilde_mode.4.11,lambda_tilde_mode.4.12,lambda_tilde_mode.4.13,lambda_tilde_mode.4.14,lambda_tilde_mode.4.15,lambda_tilde_mode.4.16,lambda_tilde_mode.4.17,lambda_tilde_mode.4.18,lambda_tilde_mode.4.19
0.0236019,0.00145221,0.0714825,0.0461229,0.0060574,0.128297,0.0483442,0.00369443,0.00101969,0.00622676,0.00394465
0.000186434,0.00417372,0.0129296,0.00190381,0.00194964,0.00693854,0.0717858,0.0162189,0.00136079,0.000516315,0.00400294
0.00139927,0.000590183,0.0877313,0.000173094,0.00444232,0.00591137,0.0824521,0.00418344,0.00175085,0.00559326,0.000130176
0.000238716,0.00366591,0.000746032,0.000190851,0.00226543,0.00109512,0.136265,0.0174694,0.00427,0.00283286,0.0278592
0.000134285,0.000399145,0.0156367,0.00909482,0.0196045,0.0131637,0.188327,0.012124,0.0682343,0.00135578,0.00368806
0.00304749,0.0382322,0.0129567,0.00176957,0.000487832,0.00588001,0.0962052,0.151793,0.0136681,0.00100137,0.00585562
0.00139797,0.00183562,0.0160727,0.0695323,0.000752135,0.0557226,0.00358331,0.00217097,0.00700524,0.00661758,0.00809496
0.00026263,0.0127202,0.00283615,0.00181885,0.00202919,0.000406038,0.018669,0.0187882,0.00188948,0.00139325,0.00563389
0.00207348,0.0148766,0.00471912,0.0843373,0.00221164,0.0191038,0.0291242,0.0348303,0.0344272,0.00796637,0.475743
0.0682655,0.00497503,0.165338,0.0246205,0.0010231,0.00330424,0.0241142,0.0650819,0.0262037,0.000395062,0.00497999
0.0126249,0.000752424,0.13797,0.00137537,0.00436973,0.0009496,0.193657,0.00916078,0.00596706,0.00616827,0.00594756
0.0000259463,0.00265087,0.00478775,0.00983904,0.000720247,0.00985909,0.112779,0.00752751,0.026797,0.294272,0.00219033
0.000383935,0.0325028,0.0118118,0.0606087,0.00141202,0.00152667,0.0788036,0.0131111,0.398891,0.00086945,0.00459754
0.00022126,0.0094281,0.0616184,0.0000431359,0.00231131,0.00131243,0.0437009,0.0116713,0.0200796,0.00329983,0.00875236
0.000909284,0.000851586,0.00272779,0.00395952,0.00161834,0.00255994,0.0758092,0.0727442,0.000454369,0.00163819,0.0126343
0.000750376,0.0480609,0.0561324,0.00461712,0.000760147,0.00385263,0.289445,0.00197907,0.059937,0.0199966,0.441035
0.00431198,0.0686665,0.00286986,0.00340501,0.000961976,0.368663,0.0425655,0.00244303,0.0189052,0.000354582,0.104908
0.0153651,0.00811344,0.0984919,0.0251363,0.00512082,0.00195314,0.196172,0.0268315,0.00127121,0.000384109,0.0259754
0.0452259,0.0197722,0.0129959,0.00656442,0.00149346,0.00180367,0.00764213,0.0297201,0.0524138,0.0119377,0.000346471
0.00209486,0.00321766,0.0167553,0.000810168,0.00193796,0.00932256,0.0261734,0.0085098,0.0224745,0.00373635,0.000459302
0.00453337,0.0179582,0.00985758,0.00103531,0.00958292,0.00631929,0.601079,0.000829018,0.0101972,0.00565936,0.000207907
0.000649511,0.00152129,0.00714514,0.0119819,0.00343485,0.000739075,0.147823,0.0202276,0.0973467,0.00717556,0.197073
0.00264167,0.00560143,0.0130893,0.0165439,0.00494241,0.00340867,0.0133435,0.00529598,0.033687,0.00114914,0.000351576
0.0178549,0.000414052,0.0413189,0.000163699,0.00215883,0.0236522,0.0703167,0.0490855,0.00115492,0.00137369,0.043958
0.000120725,0.022669,0.0265148,0.00107898,0.00157092,0.000117558,0.0504274,0.00977524,0.0588422,0.00086748,0.00346527
0.00318205,0.00616817,0.00451156,0.00715572,0.00894933,0.00272665,0.0138496,0.000390688,0.00586594,0.0135747,0.0224492
0.00250099,0.00297542,0.128557,0.00575855,0.0190144,0.0085253,0.049201,0.00159883,0.00407057,0.000474715,0.214227
0.00774094,0.00271962,0.0187709,0.000120161,0.00362614,0.000584266,0.028943,0.0252231,0.0467697,0.00165943,0.00399998
0.00859778,0.00234109,0.0852495,0.0136835,0.00272943,0.000897262,0.110996,0.0089068,0.0513747,0.0114522,0.00297055
0.0114309,0.000349968,0.0252826,0.00103782,0.000342582,0.00104981,0.172019,0.066058,0.0741983,0.000613702,0.016622
0.000103786,0.00505325,0.0181152,0.0163111,0.000410014,0.00628781,0.0694885,0.0188739,0.00235613,0.0090096,0.00926943
0.0341471,0.0820976,0.0907555,0.00677918,0.00204139,0.000166283,0.0549433,0.0650684,0.0508524,0.260111,0.0731327
0.0112788,0.00276556,0.0331708,0.000973851,0.00239302,0.0037081,0.0099854,0.00537896,0.000720968,0.0000827229,0.000258847
0.00215914,0.0081476,0.0291341,0.0270982,0.00790588,0.00432895,0.00870495,0.017781,0.0350102,0.000410269,0.0179571
0.00054866,0.0505579,0.0601313,0.0427951,0.000150587,0.00234025,0.151961,0.0251904,0.0283805,0.067713,0.0148271
0.00354961,0.00211181,0.00494081,0.000446427,0.00019027,0.00200627,0.0250015,0.0458853,0.00933811,0.000250405,0.180089
0.000251498,0.00493364,0.260096,0.000784228,0.00572898,0.000563674,0.033072,0.00398082,0.0298928,0.00204237,0.00117955
0.00312928,0.0430038,0.0275703,0.011965,0.000273847,0.00223737,0.369499,0.00274082,0.00702503,0.0180728,0.00283909
0.00194888,0.0304192,0.0960005,0.00358469,0.000354984,0.00241969,0.217167,0.209899,0.0231532,0.000667814,0.00397926
0.0298248,0.00541745,0.0386808,0.0113529,0.00144094,0.0644808,0.0129986,0.0052347,0.00480517,0.00059489,0.0022337
0.0000373963,0.000979192,0.135898,0.000902538,0.00110943,0.000950143,0.167008,0.0126419,0.00305364,0.000435119,0.00351979
0.00104193,0.000955836,0.00337797,0.00332165,0.00214054,0.000272187,0.0154998,0.00258877,0.0132662,0.00385545,0.000576725
0.0351171,0.0154776,0.0851882,0.00366029,0.0000661612,0.00103864,0.0237761,0.00803394,0.0182922,0.0403322,0.00204904
0.00426535,0.0209002,0.00741985,0.00166795,0.0274449,0.00688064,0.00981524,0.0181394,0.00454421,0.00313323,0.0122861
0.0139411,0.0022741,0.0027038,0.0129034,0.00266521,0.00999611,0.151468,0.00728266,0.00084963,0.005567,0.0952077
0.00307189,0.00744607,0.030975,0.0108073,0.000835674,0.00493831,0.0498734,0.0967681,0.00702865,0.00449371,0.00210807
0.000545473,0.00115648,0.226977,0.157564,0.00243442,0.0121911,0.0325725,0.00262857,0.0213823,0.00297108,0.0002093
0.00130313,0.00717898,0.330797,0.00207152,0.00160481,0.00274629,0.101944,0.00811999,0.00144456,0.00134894,0.00427443
0.00168122,0.00829352,0.167504,0.000254263,0.00638978,0.0281894,0.00741931,0.0605023,0.00925878,0.0029051,0.0613194
0.00309843,0.000695251,0.00659781,0.0035765,0.000607149,0.00149727,0.0397354,0.00958764,0.0501327,0.000301502,0.00056346
0.0317243,0.000903204,0.0239559,0.0490049,0.0082023,0.0116116,0.0270154,0.00349318,0.0696326,0.000297594,0.0084516
0.000373829,0.00155019,0.0236824,0.00546431,0.00794469,0.00529611,0.121979,0.10915,0.000521613,0.000843356,0.00961536
0.00018251,0.00469936,0.00395111,0.00206705,0.00126001,0.00227955,0.0734153,0.000929299,0.00380904,0.00190206,0.00484816
0.00180893,0.0042329,0.202918,0.000763114,0.00387815,0.0040824,0.122216,0.00972359,0.0472295,0.0116452,0.676121
0.00317853,0.000450065,0.00982775,0.049401,0.00260915,0.00449723,0.107784,0.00750937,0.076713,0.000368917,0.000792137
0.00572364,0.0041624,0.095328,0.0020885,0.00288968,0.00716621,0.0425328,0.0161837,0.00333255,0.0100515,0.000915296
0.0204796,0.00710044,0.00332737,0.000733969,0.00439859,0.00102431,0.0253284,0.00727968,0.0197562,0.000471982,0.0022132
0.000713026,0.0171222,0.00520664,0.0209062,0.00112188,0.00573034,0.234679,0.0242844,0.00569547,0.00304954,0.00204448
0.0132867,0.000532651,0.0188804,0.000833326,0.00494315,0.000347865,0.026137,0.0374845,0.00611879,0.00283402,0.000584061
0.000269668,0.000532269,0.00344413,0.00845879,0.000938913,0.00169089,0.0768584,0.0145165,0.000234251,0.000802464,0.00269648
0.000577707,0.00241585,0.0114657,0.00319997,0.000144,0.0174487,0.0968719,0.00395621,0.011553,0.00462807,0.00188488
0.0000966569,0.0190676,0.0440927,0.00025967,0.00873732,0.000304015,0.134328,0.00326305,0.00244283,0.00533964,0.00149695
0.000832454,0.00256711,0.0138136,0.0153343,0.00041873,0.000235442,0.062976,0.0108178,0.0218975,0.000676666,0.000910915
0.000845196,0.0137437,0.048873,0.00200229,0.00236249,0.00558496,0.0130134,0.120481,0.00151196,0.00226207,0.0226595
0.000336125,0.00048101,0.0063109,0.00285239,0.00135524,0.0063851,0.053034,0.0244109,0.0535449,0.0326108,0.00342502
0.000661092,0.00929098,0.117612,0.0387686,0.00632277,0.00174601,0.0375748,0.00322582,0.00105551,0.000234351,0.00742597
0.000448489,0.00166303,0.00290753,0.00109728,0.00606774,0.00761121,0.0455369,0.00331781,0.0165978,0.0146486,0.000969756
0.000258088,0.0011084,0.00379045,0.00299213,0.00860624,0.0792714,0.0151914,0.0203631,0.019401,0.000824353,0.00397158
0.00256989,0.000112125,0.0115162,0.011032,0.000622517,0.0125275,0.0257857,0.00714664,0.0120581,0.00478909,0.00233908
0.0397511,0.0012096,0.0177736,0.00727843,0.000618343,0.00121641,0.0466693,0.0018659,0.265246,0.00106902,0.0220109
0.00249037,0.00103295,0.0239956,0.0000193277,0.00301428,0.00386952,0.00727997,0.00224152,0.010213,0.14307,0.00242161
0.0361545,0.0214585,0.00299893,0.0250474,0.112887,0.0026339,0.318864,0.0487594,0.0100906,0.0067102,0.0760901
0.00733398,0.0199867,0.00155528,0.0102063,0.000363414,0.00159593,0.0846825,0.0596411,0.0333243,0.00539077,0.0026984
0.000493039,0.00103041,0.0109234,0.000945052,0.00181211,0.00175691,0.242572,0.00194468,0.0348328,0.00449067,0.0139099
0.000986524,0.027291,0.844948,0.0534554,0.000787499,0.000153209,0.0752127,0.0107012,0.0400678,0.0010198,0.0166676
0.000637648,0.00254579,0.0368383,0.00177181,0.000750505,0.00194095,0.0294495,0.000886549,0.132204,0.000549272,0.00310121
0.00124339,0.0113268,0.00220149,0.00162635,0.00256542,0.0159834,0.0451689,0.0100542,0.0005884,0.00131543,0.00168375
0.292324,0.000759882,0.0701012,0.000253886,0.00543781,0.00546945,0.513996,0.00689043,0.0586603,0.000676132,0.014885
0.00137469,0.00187419,0.11657,0.0139766,0.0148971,0.0015052,0.0117897,0.00509893,0.0456477,0.0000643015,0.156906
0.0290345,0.0569015,0.0615605,0.00419737,0.00379845,0.0177662,0.0631367,0.00688286,0.0957036,0.00111233,0.0039376
0.00220684,0.000866084,0.0229534,0.0044589,0.0186894,0.00648983,0.0365775,0.0216122,0.00528842,0.00219179,0.00165164
0.00196832,0.00743744,0.084384,0.000509994,0.0007093,0.0148915,0.203919,0.00129778,0.000496787,0.00133866,0.000517262
0.012486,0.000779205,0.0827339,0.00181647,0.011861,0.00062723,0.0263849,0.0312951,0.00143895,0.00373845,0.000945372
0.00860539,0.00248574,0.154241,0.00489131,0.000590693,0.00292292,0.199425,0.00759496,0.0147965,0.00107905,0.00666856
0.000109721,0.00318824,0.481494,0.0177504,0.0064478,0.0168715,0.103602,0.0535773,0.0357094,0.0135335,0.00130798
0.00353241,0.00751077,0.00515244,0.00517183,0.00879689,0.0171941,0.0442039,0.0667765,0.11836,0.00450723,0.0201122
0.000341802,0.00228622,0.14326,0.0109919,0.00323888,0.0817045,0.0326341,0.0116278,0.00233658,0.00185414,0.00144973
0.00532721,0.00433251,0.000867462,0.121124,0.000128886,0.0270825,0.0184668,0.00205984,0.0171467,0.00020265,0.00881635
0.00168448,0.000620073,0.0033836,0.0126828,0.0242828,0.00583009,0.00236326,0.00466771,0.0158339,0.00427309,0.022971
0.00133544,0.010305,0.022148,0.00625933,0.00146991,0.000929469,0.0722987,0.00706362,0.0481161,0.0318361,0.00216565
0.00117628,0.00901904,0.0390261,0.00924115,0.00233066,0.000283841,0.298983,0.0189627,0.00685227,0.00016383,0.00392869
0.0164281,0.000180818,0.138993,0.0129053,0.000823272,0.000336208,0.0707884,0.028541,0.7438,0.00165007,0.0475081
0.00049261,0.129172,0.000976541,0.0144888,0.000184209,0.00131603,0.0109481,0.0253682,0.00347147,0.00572444,0.0304896
0.000424408,0.014877,0.0392045,0.0362458,0.00342019,0.000437969,0.0424949,0.118393,0.0766513,0.00336403,0.0283104
0.0128699,0.0000827944,0.0194233,0.011439,0.00140826,0.000840231,0.147615,0.0193335,0.0767804,0.000700541,0.00969352
0.000482711,0.0136031,0.159756,0.000510611,0.000787717,0.00147716,0.0788412,0.0241733,0.00106068,0.0025783,0.000126129
0.00668198,0.00879572,0.0558238,0.0172457,0.00512801,0.0350153,0.006104,0.00120316,0.0160126,0.00248682,0.00466325
0.00413585,0.0034993,0.0208093,0.00105642,0.00449251,0.00217129,0.0359398,0.0222669,0.0448302,0.000401084,0.00201673
0.0192493,0.0112023,0.00952896,0.00475535,0.00339471,0.0337042,0.360612,0.0279818,0.012929,0.0643572,0.0228005
0.00286527,0.000609876,0.107321,0.0017203,0.00237124,0.00159515,0.0435717,0.0188077,0.00990902,0.00231088,0.00291196
0.00100535,0.0363177,0.0984212,0.0666302,0.000408305,0.00629771,0.698748,0.0061946,0.121906,0.00341177,0.02223
0.00018484,0.00290421,0.002989,0.0314921,0.000562751,0.000853944,0.00461811,0.00829334,0.0384134,0.000823819,0.0254449
0.000247802,0.00318947,0.0592844,0.00941157,0.000115166,0.0329802,0.00886841,0.0116753,0.0001985,0.0155306,0.00365382
0.00119401,0.0113076,0.00248015,0.00140815,0.00500108,0.000996633,0.0858518,0.00707699,0.0140139,0.000949062,0.277066
0.000435302,0.0101527,0.0312353,0.00505656,0.0035184,0.0145292,0.0154299,0.00350914,0.00258631,0.000474326,0.0046164
0.0073184,0.00761269,0.0196539,0.00328266,0.00424029,0.00340989,0.0739186,0.0346912,0.0792819,0.0147431,0.0719018
0.0023413,0.00162667,0.0507048,0.000766844,0.00421657,0.00677631,0.279663,0.0399219,0.0255067,0.00828825,0.0131731
0.000882426,0.0219239,0.038916,0.0571652,0.000538309,0.00295581,0.0463678,0.0168368,0.0755303,0.0033054,0.00138326
0.00668169,0.00112443,0.0608377,0.00285148,0.0065447,0.00412992,0.0163322,0.0100338,0.0028725,0.000459111,0.0268615
0.00140803,0.0144315,0.0584576,0.00136248,0.00337387,0.0107166,0.0773874,0.041918,0.0198979,0.00579711,0.0113288
0.0176849,0.080158,1.14325,0.00626903,0.00143387,0.00193808,0.393726,0.000864199,0.0147131,0.00321607,0.00700493
0.0183834,0.00152629,0.032136,0.0147888,0.0028766,0.00246661,0.180614,0.00697151,0.0484142,0.006083,0.000631946
0.00703092,0.0172903,0.0557313,0.0024775,0.000600763,0.00165363,0.0475435,0.0248766,0.0230533,0.00234365,0.0246782
0.00267189,0.429347,0.00162181,0.000749346,0.000858838,0.00162775,0.310957,0.0143585,0.137222,0.0462965,0.0103738
0.00182263,0.00948855,0.00906911,0.00368864,0.000953643,0.0131412,0.294436,0.0884221,0.239905,0.00127714,0.00911231
0.000681638,0.0132743,0.0472556,0.00267437,0.000421102,0.00121569,0.0118918,0.0313346,0.000158389,0.000217727,0.00217589
0.000868101,0.000824986,0.0711164,0.0118484,0.00106244,0.000422107,0.0471657,0.0110785,0.00537427,0.00012323,0.00980095
0.000980197,0.02254,0.0583348,0.000693622,0.000394753,0.00911618,0.0196688,0.00797999,0.000385119,0.00852746,0.000951589
0.000745756,0.00627703,0.00660989,0.00304151,0.00028783,0.0116562,0.118235,0.00129573,0.00753026,0.000326371,0.0255144
0.000541904,0.0150244,0.134881,0.00555154,0.034517,0.0426126,0.0125603,0.00227126,0.015551,0.000619573,0.00465079
0.00431805,0.00327887,0.0895785,0.0024558,0.00025724,0.0119804,0.0648917,0.0462416,0.00141786,0.0377792,0.0234595
0.00330509,0.0010154,0.00331587,0.292286,0.0187846,0.00240882,0.00668974,0.0160879,0.00122964,0.000528711,0.00199326
0.00771133,0.00148578,0.0784438,0.0184005,0.00526041,0.00245219,0.00472327,0.0035879,0.0108354,0.00231094,0.00284439
0.000407461,0.00940959,0.0256648,0.00329229,0.0182575,0.00300612,0.00763298,0.00119214,0.00590024,0.0359711,0.00251887
0.00356422,0.00117703,0.0381,0.00228634,0.00423926,0.0009114,0.173588,0.0155298,0.0231918,0.0534398,0.00306562
0.000874293,0.0286258,0.178572,0.00158604,0.0173717,0.0113295,0.322834,0.017145,0.0532818,0.00519514,0.00670089
0.00122112,0.00417738,0.00489845,0.000474705,0.000140834,0.000463081,0.0217631,0.0170451,0.017204,0.00212921,0.00121469
0.000935721,0.00236502,0.130517,0.00404276,0.00419828,0.00262236,0.00749585,0.00394939,0.143293,0.00091875,0.000806755
0.0000473449,0.0171252,0.101904,0.00399796,0.0004973,0.0758993,0.0140626,0.0105412,0.0827481,0.0210107,0.000672587
0.17014,0.0263603,0.0190499,0.0208088,0.00348362,0.00637507,0.0982252,0.0108876,0.0626854,0.0113123,0.0127962
0.00467584,0.00115088,0.0531517,0.00174813,0.00122212,0.000384468,0.113928,0.00162542,0.00491512,0.0123134,0.0192741
0.0121874,0.00326663,0.178525,0.065922,0.000161875,0.00125835,0.128443,0.13007,0.057842,0.00214674,0.0017469
0.00295597,0.00827,0.00507562,0.0242464,0.00610459,0.00111649,0.123609,0.0561637,0.0972985,0.001333,0.0228038
0.00317473,0.0118427,0.140209,0.000405973,0.00111394,0.00801013,0.330811,0.029428,0.0040834,0.0103432,0.0209798
0.00190473,0.0096945,0.122127,0.0027959,0.0178521,0.00126668,0.338854,0.00286493,0.0143351,0.00025291,0.00383642
0.00647524,0.00737127,0.00504876,0.029244,0.00093555,0.0100177,0.19642,0.0405321,0.00672843,0.00164307,0.00614003
0.0118368,0.00196009,0.0176384,0.00686482,0.0952784,0.0272737,0.0521739,0.0304502,0.0167055,0.0193337,0.0100617
0.000372103,0.0456731,0.107215,0.000874243,0.000612749,0.00188765,0.118798,0.254141,0.10344,0.000580674,0.00852869
0.00686781,0.00699328,0.0293829,0.000643185,0.000972766,0.0250315,0.186821,0.007677,0.00301372,0.010941,0.000891697
0.00069495,0.0015184,0.0417375,0.0120226,0.0345343,0.000784136,1.4878,0.0148675,0.029756,0.00542904,0.0199803
0.00383431,0.00394415,0.0547086,0.0680171,0.000911901,0.00227472,0.0270985,0.0620951,0.0120468,0.00234574,0.00504913
0.010905,0.00512598,0.353347,0.00172982,0.00206614,0.00136693,0.0133112,0.0385291,0.00114932,0.00482983,0.00515739
0.0344672,0.000118945,0.00741437,0.000318456,0.125899,0.0090511,0.166837,0.0290092,0.00388646,0.00255101,0.00439675
0.00079803,0.00924953,0.831032,0.004262,0.00744488,0.00748945,0.0134394,0.00973391,0.181493,0.00261173,0.00183124
0.00578088,0.0802338,0.0290634,0.00324936,0.0137575,0.0187407,0.013436,0.0370618,0.014774,0.000585195,0.000348252
0.0011326,0.000295298,0.00116294,0.00934019,0.000735658,0.00453181,0.0258654,0.0382448,0.007482,0.00222067,0.0266319
0.00767516,0.0119549,0.0217272,0.00489653,0.000174271,0.00252334,0.176138,0.0059484,0.0421327,0.000802311,0.0145302
0.00133159,0.00676491,0.0383141,0.00033791,0.00203297,0.00317355,0.00965313,0.0257729,0.0024221,0.00165674,0.00431982
0.000461732,0.00109027,0.0526609,0.00130136,0.000689684,0.00850921,0.0131396,0.00813861,0.0131599,0.00372319,0.00206977
0.00066186,0.0254601,0.00657772,0.00070909,0.00424355,0.00804619,0.311134,0.0130179,0.024213,0.000546653,0.0564552
0.00420474,0.00239079,0.208137,0.00135614,0.000637427,0.000651868,0.184058,0.105182,0.0391191,0.0238395,0.00099528
0.0138823,0.0141439,1.65841,0.00180102,0.00680419,0.00167483,0.0400645,0.0267507,0.0048318,0.00399396,0.00186463
0.00176211,0.00177191,0.00230373,0.22322,0.00234402,0.00838703,0.00796249,0.0239066,0.0107333,0.000379509,0.154368
0.000240652,0.000449771,0.0507487,0.00129863,0.0000808788,0.000203129,0.0929039,0.00190632,0.0151618,0.0136846,0.0115661
0.000112749,0.00342874,0.213992,0.00299906,0.0000223233,0.000780092,0.29932,0.00442787,0.00428756,0.00515782,0.00379273
0.00920796,0.000880523,0.0763123,0.000911971,0.00105176,0.00460468,0.293812,0.0156022,0.0254423,0.00580909,0.00290546
0.00282568,0.0146017,0.0288135,0.0147819,0.00160228,0.000850774,0.0121361,0.0109796,0.000120127,0.00248662,0.00977131
0.00096097,0.000812975,0.0773638,0.0031236,0.000346102,0.00225958,0.0982074,0.00241609,0.120608,0.0180002,0.00665567
0.00447045,0.0173289,0.0138575,0.0755104,0.000114732,0.000426582,0.064044,0.0118626,0.0133312,0.0319486,0.00120213
0.000439273,0.000512835,0.102319,0.00448706,0.0011917,0.00297928,0.0257549,0.000415985,0.0238651,0.00126261,0.0378629
0.00113473,0.0319282,0.00183896,0.0703369,0.000811885,0.00361345,0.0507486,0.0035402,0.0010449,0.00149272,0.07941
0.000951462,0.0241673,0.129783,0.0462069,0.000678033,0.0168546,0.2096,0.0314412,0.0278043,0.0049865,0.00605468
0.106604,0.00256187,0.218034,0.00220613,0.00330618,0.0250441,0.0282977,0.000935052,0.00944303,0.00503383,0.0103575
0.00234363,0.00348003,0.242762,0.000892458,0.00142718,0.0046304,0.00164563,0.022568,0.063776,0.000326251,0.00469035
0.00333729,0.00174493,0.225765,0.0000871415,0.00157578,0.00154156,0.0901625,0.00460403,0.00508308,0.0149464,0.00282441
0.00471662,0.0166954,0.0115714,0.00692622,0.0744351,0.00205438,0.0600463,0.0907318,0.0231624,0.0263323,0.00832937
0.00074926,0.000542714,0.0106409,0.000521563,0.021253,0.000563313,0.0986296,0.00940062,0.00862961,0.00261843,0.0151939
0.00234897,0.00194757,0.239829,0.000281869,0.000564901,0.000658445,0.0463792,0.00585675,0.0325979,0.00740465,0.00939894
0.0261119,0.00292478,0.157093,0.253936,0.00216974,0.00199727,0.0171077,0.00476838,0.00624784,0.0017199,0.00667208
0.00474277,0.0000542053,0.00797538,0.00354514,0.00203167,0.00344763,0.124329,0.00448383,0.00417811,0.00318722,0.0135285
0.00620675,0.000137298,0.0219074,0.00253991,0.0101478,0.0204386,0.0587077,0.00497326,0.0960274,0.00138392,0.00127337
0.0828621,0.00765112,0.0902189,0.0207744,0.0143147,0.00647993,0.0760195,0.00106667,0.00341324,0.00249678,0.000311885
0.000129617,0.00286299,0.0139668,0.000361664,0.0150997,0.00275898,0.036565,0.0210613,0.0165637,0.0106429,0.00348571
0.000419223,0.00593116,0.005836,0.00182366,0.0196677,0.00630335,0.0855462,0.0467101,0.035085,0.00165239,0.00677694
0.0000407657,0.0299252,0.153006,0.00232363,0.00268215,0.00139706,0.0483435,0.00743877,0.00911304,0.00201319,0.000316556
0.00292155,0.00735057,0.126648,0.00291984,0.00192211,0.0153613,0.0159344,0.0332591,0.00530678,0.000497326,0.0140047
0.0243892,0.00905481,0.0146735,0.0621255,0.00958179,0.00639985,0.0125438,0.0220977,0.0425569,0.00852007,0.0180376
0.000894814,0.011058,0.0218103,0.00381378,0.00119679,0.00681593,0.148712,0.0293464,0.00276388,0.00113704,0.0425059
0.0020516,0.00396129,0.0100377,0.00124506,0.00218275,0.00946552,0.0390298,0.00523558,0.0330409,0.0455572,0.0132978
0.000799906,0.0167363,0.0306882,0.000269742,0.00154924,0.00979638,0.246948,0.0311499,0.231258,0.000864557,0.000704949
0.00394976,0.00223201,0.322292,0.0219894,0.000611949,0.0013666,0.275854,0.0212245,0.00169533,0.150382,0.00870815
0.00157462,0.00168805,0.0203847,0.00320617,0.0015071,0.000273242,0.0164975,0.0281009,0.0197189,0.0271478,0.0117951
0.00346131,0.0168382,0.00335031,0.000155886,0.00221356,0.000475069,0.0412003,0.0062245,0.196603,0.00249048,0.0281751
0.000486041,0.000880463,0.163187,0.0572343,0.000851117,0.00802707,0.208832,0.0364629,0.00883344,0.00149591,0.0311476
0.00367041,0.0327083,0.0254269,0.000711982,0.00789492,0.00295239,0.02633,0.0246291,0.0375301,0.00660399,0.0136137
0.00111825,0.0110481,0.0342081,0.0013226,0.000496915,0.00239303,0.011004,0.000952111,0.0082642,0.0052091,0.00729279
0.010433,0.00279669,0.00661684,0.139525,0.00246613,0.0122327,0.107826,0.0222123,0.0649146,0.0123278,0.000852742
0.00202519,0.0114748,0.0449672,0.000664756,0.00271698,0.0137695,0.110651,0.00161754,0.0239608,0.0429326,0.00538675
0.00850527,0.0203464,0.141311,0.006115,0.00182323,0.00282382,0.129597,0.015862,0.0321777,0.0630259,0.000102287
0.00173423,0.0092114,0.0753726,0.00294094,0.000190503,0.00163567,0.353811,0.0187267,0.0069497,0.0401925,0.000716439
0.00379139,0.022056,0.00246615,0.0308403,0.000516095,0.00316207,0.0142599,0.0328216,0.0137245,0.00454245,0.00705649
0.000240206,0.0030202,0.00607889,0.0176742,0.00419105,0.000911084,0.302126,0.000297591,0.00278132,0.000653614,0.0331619
0.00654253,0.0128043,0.0361541,0.00205,0.00262471,0.00616594,0.025054,0.00855565,0.00753826,0.0117253,0.0049824
0.0000831459,0.0008957,0.0285064,0.189677,0.00223148,0.00275777,0.0592399,0.00216932,0.0091903,0.000147707,0.00212079
0.00120879,0.00143082,0.0764228,0.00200113,0.0482695,0.0169053,0.0755188,0.0617692,0.118765,0.00238456,0.0121194
0.00146197,0.00201858,0.0767399,0.00336839,0.000411834,0.0117847,0.0196307,0.00508867,0.00519037,0.00224292,0.00603407
0.00450934,0.00185633,0.0246113,0.241387,0.00551073,0.00119033,0.135216,0.0142644,0.0169496,0.00295353,0.00313907
0.000215859,0.209951,0.000388933,0.0000886735,0.00789889,0.000646658,0.0714484,0.0127256,0.00952051,0.00758449,0.0931107
0.00293711,0.00698034,0.14634,0.000630198,0.00059824,0.00479267,0.103292,0.0791319,0.139803,0.0161316,0.0158598
0.00652979,0.00827119,0.00282544,0.0103762,0.000149499,0.00308651,0.0370993,0.127262,0.00232554,0.00235514,0.0165396
0.0105477,0.00310462,0.0209675,0.0079593,0.232868,0.0062763,0.048936,0.0104066,0.00681777,0.00696708,0.00280547
0.00110433,0.00511728,0.0695036,0.0403157,0.00110409,0.0134941,0.328195,0.00850685,0.0124108,0.00188891,0.0338813
0.000549163,0.144016,0.593361,0.0149801,0.00108792,0.006374,0.0411015,0.00141899,0.0117194,0.00838939,0.0208018
0.011394,0.01061,0.00775763,0.00416018,0.000551667,0.00947481,0.380624,0.0493574,0.227648,0.000182243,0.0258209
0.0309341,0.0451312,0.139233,0.00234731,0.00358291,0.0022041,0.0888072,0.034361,0.0179874,0.000816019,0.00100198
0.000317325,0.019143,0.00492551,0.000223973,0.00786777,0.00701064,0.139833,0.0142351,0.229349,0.0123069,0.0111938
0.000746917,0.00683432,0.00607796,0.0258591,0.00223543,0.00106093,0.264961,0.183889,0.00372062,0.00918825,0.00310034
0.000477679,0.0271485,0.0954298,0.000443583,0.00175494,0.00171291,0.00817688,0.0502267,0.0137837,0.0154432,0.00110731
0.000322529,0.00220172,0.0636174,0.0066896,0.00612263,0.00794232,0.040285,0.0728982,0.0274333,0.0002986,0.0250911
0.00259883,0.00270666,0.0109346,0.00236392,0.000702366,0.000531398,0.0149675,0.00471224,0.00116119,0.00186752,0.00466844
0.00550075,0.00104239,0.18769,0.0100423,0.00238747,0.00153073,0.248371,0.00324165,0.0485053,0.0132797,0.0757493
0.00641499,0.00350142,0.0846366,0.0139374,0.000378887,0.00124693,0.0946868,0.0314291,0.0747875,0.00528185,0.0128131
0.00114216,0.000779432,0.0523539,0.00211708,0.001401,0.0210157,0.073378,0.00177751,0.0544349,0.00144065,0.0913725
